EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,DistanceFromHome,YearsAtCompany,TrainingHours,LastPromotionYears,PerformanceRating,WorkLifeBalance,OverTime,Attrition
16993,34,Male,Sales,Sales Manager,2,Technical Degree,Married,1500,14,1,198,3,3,3,No,Yes
16994,49,Male,Operations,Ops Executive,4,Life Sciences,Married,9191,21,4,170,5,4,3,No,No
16995,45,Male,R&D,Research Scientist,2,Other,Married,1500,11,2,148,6,4,2,No,No
16996,29,Female,IT,IT Manager,4,Marketing,Single,7215,47,5,178,7,3,3,No,No
16997,48,Female,R&D,Research Scientist,4,Marketing,Single,3586,27,2,194,4,3,4,No,No
16998,35,Female,R&D,R&D Manager,3,Life Sciences,Married,4728,4,2,58,3,3,2,No,No
16999,55,Male,Operations,Operations Manager,5,Medical,Married,3375,41,0,34,8,3,3,No,Yes
17000,39,Female,R&D,Research Scientist,2,Life Sciences,Single,1500,34,4,107,7,3,4,No,Yes
17001,56,Male,Operations,Ops Executive,4,Life Sciences,Single,4612,40,0,192,3,4,3,No,No
17002,41,Female,Sales,Account Manager,3,Human Resources,Married,2327,7,1,54,4,3,4,Yes,Yes
17003,26,Male,Finance,Financial Analyst,4,Life Sciences,Married,1723,18,4,115,6,3,2,No,No
17004,42,Female,IT,IT Manager,5,Life Sciences,Married,4729,19,5,195,1,4,3,Yes,No
17005,59,Female,Operations,Operations Manager,3,Other,Single,5157,18,3,51,4,4,3,No,No
17006,48,Male,Sales,Sales Manager,4,Life Sciences,Married,6250,15,4,30,6,3,3,No,No
17007,35,Male,Finance,Finance Manager,2,Marketing,Single,7485,11,1,93,8,4,4,No,No
17008,57,Female,R&D,Lab Technician,4,Technical Degree,Single,2381,12,2,45,1,2,1,Yes,No
17009,47,Male,R&D,Research Scientist,4,Other,Single,1826,35,4,93,6,3,2,No,No
17010,57,Male,Sales,Account Manager,5,Human Resources,Married,8268,36,3,151,2,3,3,No,No
17011,50,Male,Sales,Account Manager,5,Other,Single,5027,50,1,21,0,3,1,No,No
17012,33,Male,Operations,Ops Executive,3,Other,Single,11894,12,3,183,10,3,3,Yes,No
17013,52,Female,IT,Developer,3,Life Sciences,Married,1500,16,4,129,7,3,2,Yes,No
17014,28,Male,R&D,Research Scientist,5,Life Sciences,Single,7002,28,1,93,7,5,3,No,Yes
17015,46,Male,Operations,Operations Manager,4,Life Sciences,Single,3558,44,2,124,7,3,3,No,No
17016,43,Female,Sales,Sales Executive,3,Technical Degree,Married,3668,39,2,107,6,3,3,Yes,No
17017,32,Female,Finance,Financial Analyst,2,Life Sciences,Married,4358,44,2,86,3,4,3,No,No
17018,45,Male,Operations,Logistics Manager,3,Life Sciences,Married,10020,36,5,48,10,3,4,Yes,No
17019,48,Female,Operations,Logistics Manager,4,Other,Married,1500,30,3,46,1,3,3,No,No
17020,47,Male,R&D,R&D Manager,4,Medical,Single,1500,16,1,184,2,3,3,No,Yes
17021,47,Male,IT,Developer,3,Life Sciences,Married,7848,16,3,117,9,3,3,No,No
17022,27,Female,R&D,Research Scientist,2,Medical,Single,11113,49,3,63,3,2,4,No,No
17023,42,Female,Operations,Logistics Manager,4,Technical Degree,Married,3804,20,3,57,2,3,3,No,No
17024,48,Male,R&D,R&D Manager,5,Life Sciences,Single,9255,9,3,54,8,3,2,No,No
17025,24,Male,IT,Developer,3,Technical Degree,Married,8618,46,2,171,8,3,3,No,No
17026,26,Male,Sales,Account Manager,5,Life Sciences,Married,6843,5,2,196,4,5,3,Yes,No
17027,55,Male,HR,Recruiter,3,Technical Degree,Married,6548,31,1,191,10,4,4,No,No
17028,46,Male,HR,HR Executive,4,Other,Married,4868,18,4,191,4,3,3,No,Yes
17029,21,Male,Finance,Accountant,4,Technical Degree,Divorced,8716,44,4,68,2,5,3,No,No
17030,44,Female,Finance,Accountant,5,Medical,Single,7994,22,1,149,5,3,4,No,No
17031,28,Female,Operations,Logistics Manager,4,Medical,Single,4280,39,5,118,7,4,3,No,No
17032,46,Male,IT,Developer,3,Other,Married,1500,2,0,36,6,5,3,No,Yes
17033,20,Female,Sales,Account Manager,5,Technical Degree,Married,3651,50,2,105,9,4,3,No,No
17034,42,Male,Operations,Ops Executive,4,Technical Degree,Married,2806,3,4,57,10,4,3,Yes,No
17035,29,Male,Sales,Sales Manager,2,Other,Married,5833,47,2,109,8,5,3,No,No
17036,44,Male,Finance,Finance Manager,1,Marketing,Single,7440,28,3,112,7,3,3,No,No
17037,22,Female,Operations,Logistics Manager,3,Marketing,Single,7168,11,8,76,2,4,1,No,No
17038,25,Male,Sales,Sales Executive,4,Technical Degree,Single,7381,10,1,62,10,3,3,Yes,No
17039,25,Female,Operations,Operations Manager,4,Technical Degree,Single,6580,20,3,165,1,3,4,No,No
17040,21,Female,IT,Developer,3,Life Sciences,Married,5935,31,1,162,4,3,3,No,No
17041,37,Male,R&D,R&D Manager,1,Life Sciences,Single,5812,45,2,122,5,3,3,No,No
17042,42,Male,R&D,Lab Technician,3,Life Sciences,Married,9704,48,2,197,6,3,3,Yes,No
17043,21,Female,R&D,Lab Technician,2,Marketing,Single,4533,22,1,83,5,4,1,No,No
17044,31,Female,Marketing,Content Specialist,3,Medical,Single,5343,18,4,186,9,3,3,No,No
17045,41,Female,Sales,Sales Executive,5,Other,Single,1500,12,3,49,2,3,3,No,Yes
17046,56,Male,HR,HR Executive,4,Human Resources,Married,4369,15,2,174,7,4,3,No,No
17047,39,Female,Sales,Sales Manager,3,Life Sciences,Single,5097,34,5,131,6,3,3,No,No
17048,58,Male,Sales,Sales Manager,3,Other,Married,9589,45,3,48,7,2,4,No,No
17049,43,Female,IT,IT Manager,3,Other,Single,1991,28,3,192,2,3,3,No,No
17050,39,Female,R&D,R&D Manager,2,Other,Single,5617,44,2,61,2,3,3,No,No
17051,20,Female,Marketing,Marketing Executive,5,Technical Degree,Married,5555,15,2,173,3,2,3,No,No
17052,20,Male,R&D,R&D Manager,3,Technical Degree,Single,7914,35,1,93,0,4,3,No,No
17053,36,Female,R&D,Research Scientist,3,Other,Divorced,4602,17,1,185,10,3,3,Yes,No
17054,20,Male,Sales,Sales Executive,4,Life Sciences,Divorced,7825,38,2,41,3,3,2,No,Yes
17055,49,Male,Marketing,Marketing Manager,2,Human Resources,Married,6768,11,1,16,9,4,3,No,No
17056,22,Male,Sales,Account Manager,3,Human Resources,Married,3717,26,3,19,2,4,3,No,No
17057,30,Female,R&D,R&D Manager,2,Technical Degree,Married,2667,29,2,120,8,3,4,No,No
17058,43,Female,R&D,Lab Technician,3,Technical Degree,Married,12273,25,4,146,9,4,2,No,No
17059,41,Male,R&D,Lab Technician,2,Life Sciences,Married,4375,4,4,179,10,3,4,No,No
17060,45,Female,Finance,Finance Manager,5,Other,Single,1500,27,2,115,7,3,3,Yes,Yes
17061,32,Male,Finance,Accountant,4,Technical Degree,Single,4634,42,3,72,0,4,3,No,No
17062,20,Male,Sales,Sales Executive,4,Technical Degree,Single,3986,22,2,192,1,4,1,Yes,No
17063,43,Male,R&D,Lab Technician,4,Human Resources,Single,2497,24,2,98,6,5,1,No,No
17064,29,Female,IT,System Admin,4,Human Resources,Single,5876,19,4,163,5,4,4,No,No
17065,54,Male,R&D,Lab Technician,3,Technical Degree,Married,6565,41,8,38,1,3,3,Yes,No
17066,43,Male,Sales,Sales Executive,4,Other,Married,1500,27,1,88,4,3,2,No,No
17067,47,Female,R&D,Research Scientist,2,Technical Degree,Married,6377,19,3,21,10,3,3,No,No
17068,55,Male,Sales,Account Manager,2,Technical Degree,Single,8203,47,7,167,2,4,3,No,No
17069,35,Female,Sales,Sales Manager,4,Life Sciences,Single,3103,41,3,135,0,4,4,No,Yes
17070,59,Male,R&D,Lab Technician,4,Technical Degree,Married,1980,13,3,69,5,4,3,No,No
17071,35,Female,R&D,Research Scientist,2,Medical,Married,2900,31,6,188,8,4,1,No,No
17072,36,Female,Sales,Sales Manager,3,Life Sciences,Married,4440,2,3,45,3,3,3,Yes,No
17073,34,Female,Finance,Financial Analyst,2,Other,Single,5809,27,3,19,1,3,3,Yes,No
17074,35,Male,Marketing,Content Specialist,4,Other,Married,2504,8,1,114,1,3,3,No,Yes
17075,34,Female,Marketing,Marketing Manager,5,Life Sciences,Married,4663,12,3,73,10,2,4,No,No
17076,53,Male,Operations,Ops Executive,4,Life Sciences,Married,5248,29,1,191,9,3,4,No,No
17077,30,Female,R&D,Research Scientist,4,Other,Single,6329,29,1,52,4,4,4,Yes,No
17078,20,Male,Sales,Sales Executive,3,Life Sciences,Married,1503,22,1,21,7,2,2,No,No
17079,34,Male,Operations,Logistics Manager,2,Technical Degree,Single,3452,30,5,76,7,3,4,Yes,No
17080,45,Female,Sales,Account Manager,4,Medical,Single,3638,9,3,8,9,4,3,No,No
17081,23,Female,Sales,Sales Executive,3,Human Resources,Married,10527,5,4,48,1,4,1,No,No
17082,24,Male,R&D,R&D Manager,3,Technical Degree,Married,8884,36,1,89,3,3,4,No,No
17083,54,Female,Sales,Sales Executive,4,Life Sciences,Single,5481,13,4,43,3,3,2,No,No
17084,32,Female,Operations,Operations Manager,5,Medical,Married,1500,47,3,172,8,4,2,No,No
17085,29,Female,IT,System Admin,3,Life Sciences,Single,8291,2,1,200,6,4,4,Yes,No
17086,30,Male,IT,System Admin,5,Other,Married,9192,33,3,143,10,4,2,No,No
17087,37,Female,Operations,Operations Manager,3,Technical Degree,Married,5417,4,2,45,3,3,3,Yes,No
17088,53,Male,Sales,Account Manager,2,Technical Degree,Single,4204,10,5,122,2,3,3,No,No
17089,58,Male,IT,System Admin,3,Technical Degree,Married,3554,33,10,84,0,4,3,Yes,No
17090,42,Female,R&D,R&D Manager,4,Technical Degree,Single,7704,2,3,92,5,3,3,No,No
17091,26,Female,Finance,Finance Manager,3,Marketing,Married,7518,12,2,141,4,4,4,Yes,No
17092,58,Female,Sales,Account Manager,4,Other,Single,2454,16,4,150,6,4,4,Yes,No
17093,22,Male,IT,Developer,3,Technical Degree,Married,3104,35,4,70,0,3,3,No,Yes
17094,31,Male,Marketing,Marketing Manager,3,Other,Married,2447,9,2,29,7,4,3,No,No
17095,26,Male,Sales,Sales Executive,3,Medical,Divorced,10952,3,1,111,8,4,3,No,No
17096,45,Male,Sales,Sales Manager,3,Medical,Single,6451,28,5,146,5,3,4,No,No
17097,52,Male,Sales,Sales Manager,3,Technical Degree,Single,8938,16,2,134,6,3,4,No,No
17098,56,Male,R&D,Lab Technician,3,Life Sciences,Single,5987,40,5,126,10,3,3,No,No
17099,34,Female,R&D,R&D Manager,4,Life Sciences,Single,6833,19,5,120,8,2,3,Yes,No
17100,21,Female,Operations,Logistics Manager,4,Other,Single,4711,11,2,93,4,1,2,No,No
17101,26,Female,R&D,Research Scientist,2,Marketing,Married,9975,38,3,191,8,3,3,Yes,No
17102,51,Female,R&D,Research Scientist,3,Life Sciences,Single,6548,46,3,8,8,4,3,No,No
17103,23,Male,IT,IT Manager,3,Other,Married,5419,31,2,46,7,3,3,No,No
17104,39,Male,R&D,Research Scientist,3,Technical Degree,Married,1500,1,7,37,5,3,1,No,No
17105,55,Female,R&D,Research Scientist,4,Other,Single,7183,44,4,106,8,3,3,No,No
17106,51,Male,IT,System Admin,3,Life Sciences,Single,7154,30,1,119,10,3,3,Yes,No
17107,47,Female,IT,Developer,5,Human Resources,Married,9408,21,2,174,8,3,3,Yes,No
17108,32,Male,Sales,Sales Manager,5,Technical Degree,Single,4688,15,1,23,6,3,3,Yes,No
17109,20,Male,Sales,Sales Manager,2,Technical Degree,Married,3471,16,3,42,8,4,3,No,No
17110,54,Female,Sales,Sales Executive,4,Life Sciences,Single,11093,4,4,3,10,4,1,No,No
17111,49,Female,R&D,Research Scientist,1,Life Sciences,Married,1500,24,3,5,4,4,3,No,No
17112,55,Female,R&D,R&D Manager,1,Marketing,Single,3222,40,4,172,9,4,2,No,Yes
17113,44,Male,Finance,Finance Manager,5,Life Sciences,Single,10280,23,1,88,7,4,3,Yes,No
17114,35,Male,Operations,Ops Executive,4,Marketing,Single,8530,17,2,76,10,3,4,No,No
17115,38,Female,Sales,Sales Manager,3,Marketing,Single,4920,35,2,149,8,4,3,No,No
17116,20,Male,HR,Recruiter,4,Marketing,Divorced,5026,26,6,36,7,4,4,No,No
17117,24,Male,R&D,R&D Manager,4,Marketing,Single,5222,35,2,105,6,4,4,No,No
17118,41,Female,R&D,Lab Technician,4,Marketing,Married,8319,15,1,112,6,4,3,No,No
17119,43,Female,Finance,Finance Manager,1,Marketing,Married,8365,15,2,8,2,3,2,No,Yes
17120,56,Female,Operations,Logistics Manager,4,Other,Single,7633,27,3,152,2,3,3,Yes,No
17121,55,Male,Sales,Sales Executive,4,Technical Degree,Married,8151,8,1,165,9,4,3,No,No
17122,55,Male,Sales,Sales Executive,3,Life Sciences,Married,7544,15,3,199,8,4,3,No,No
17123,23,Female,Finance,Accountant,3,Technical Degree,Married,1500,8,4,82,9,4,3,Yes,Yes
17124,55,Male,R&D,R&D Manager,2,Life Sciences,Married,6973,4,3,6,1,3,4,No,No
17125,37,Female,Sales,Sales Executive,3,Technical Degree,Single,4849,1,4,198,9,4,2,No,No
17126,35,Male,Sales,Account Manager,3,Life Sciences,Single,12415,25,2,13,6,4,4,No,No
17127,37,Female,HR,HR Executive,4,Marketing,Single,1552,35,0,180,3,3,3,No,No
17128,41,Female,R&D,Lab Technician,4,Life Sciences,Married,2309,8,1,107,6,3,2,No,No
17129,21,Male,Marketing,Marketing Executive,3,Other,Single,6315,49,4,88,5,5,3,No,No
17130,40,Male,R&D,Lab Technician,4,Marketing,Divorced,2335,17,4,182,4,2,3,No,Yes
17131,55,Female,Sales,Account Manager,4,Technical Degree,Single,13604,28,1,126,3,3,4,Yes,No
17132,58,Female,Finance,Financial Analyst,3,Technical Degree,Married,7663,6,2,14,4,4,4,No,No
17133,58,Male,Sales,Account Manager,3,Technical Degree,Married,4228,43,1,182,2,3,3,No,No
17134,48,Female,R&D,R&D Manager,3,Life Sciences,Married,7163,6,7,89,0,2,3,No,No
17135,45,Male,R&D,Lab Technician,2,Other,Single,6664,1,1,104,4,4,4,No,No
17136,40,Male,R&D,R&D Manager,1,Technical Degree,Single,4047,3,2,174,10,3,3,No,No
17137,36,Male,IT,Developer,2,Life Sciences,Married,2139,9,3,97,2,3,4,No,Yes
17138,35,Female,Sales,Sales Manager,4,Marketing,Divorced,2618,15,4,33,8,3,3,No,No
17139,50,Male,Operations,Logistics Manager,1,Marketing,Single,4657,40,3,42,5,3,3,Yes,No
17140,28,Male,IT,System Admin,3,Medical,Married,8948,20,3,135,1,3,2,No,No
17141,50,Female,R&D,R&D Manager,5,Life Sciences,Single,7842,16,4,66,5,3,2,No,No
17142,33,Male,Sales,Sales Executive,4,Other,Married,12568,10,2,2,8,3,3,No,No
17143,56,Male,R&D,Research Scientist,4,Life Sciences,Married,3442,14,6,143,1,3,2,No,No
17144,21,Male,R&D,Research Scientist,3,Life Sciences,Married,2398,16,1,164,9,3,2,No,No
17145,33,Female,HR,Recruiter,4,Technical Degree,Single,5509,15,3,136,0,3,3,No,No
17146,52,Female,Sales,Sales Manager,3,Other,Single,7291,41,0,9,1,3,3,No,Yes
17147,54,Female,Operations,Ops Executive,4,Marketing,Married,7370,26,3,62,4,3,3,No,No
17148,58,Female,Sales,Account Manager,3,Marketing,Married,7077,10,4,192,5,3,3,No,No
17149,39,Female,R&D,Lab Technician,3,Other,Married,6624,40,4,42,9,5,1,No,No
17150,21,Female,Sales,Sales Executive,5,Life Sciences,Married,4358,12,3,84,9,4,3,Yes,No
17151,38,Male,R&D,R&D Manager,3,Life Sciences,Single,4751,37,0,40,1,4,3,Yes,No
17152,56,Male,Operations,Logistics Manager,3,Other,Single,10720,14,3,98,2,3,3,No,No
17153,37,Female,Finance,Accountant,3,Technical Degree,Married,2423,25,4,53,1,3,3,No,Yes
17154,35,Female,Sales,Sales Manager,3,Life Sciences,Married,6733,30,3,181,1,3,3,No,No
17155,23,Male,Operations,Ops Executive,2,Technical Degree,Married,9485,30,3,2,1,3,2,No,No
17156,31,Male,Operations,Logistics Manager,4,Technical Degree,Single,2955,35,2,134,4,4,2,No,No
17157,48,Male,IT,System Admin,3,Technical Degree,Single,2943,15,2,132,7,3,3,No,No
17158,26,Male,Operations,Operations Manager,3,Human Resources,Divorced,6862,31,0,52,1,3,3,No,No
17159,33,Male,Finance,Financial Analyst,4,Other,Married,7290,38,4,7,0,4,4,No,No
17160,31,Male,R&D,R&D Manager,4,Human Resources,Single,5052,18,1,22,1,3,3,No,No
17161,54,Male,R&D,Lab Technician,5,Technical Degree,Married,7352,7,2,173,8,4,3,No,Yes
17162,24,Female,Sales,Sales Executive,2,Other,Married,1500,3,2,117,9,3,4,No,No
17163,36,Male,HR,HR Executive,3,Other,Single,4076,5,3,29,4,3,2,No,No
17164,51,Female,Operations,Logistics Manager,2,Technical Degree,Married,9480,25,2,35,2,2,3,No,No
17165,29,Female,HR,HR Executive,4,Technical Degree,Single,1500,16,5,200,9,3,3,Yes,No
17166,36,Female,Operations,Ops Executive,3,Technical Degree,Married,12159,15,5,109,5,3,3,No,Yes
17167,24,Female,R&D,R&D Manager,4,Other,Married,5605,20,2,193,7,5,2,Yes,No
17168,28,Male,Finance,Financial Analyst,5,Life Sciences,Married,10821,41,5,145,5,3,3,No,No
17169,52,Female,Finance,Financial Analyst,3,Life Sciences,Married,9490,22,7,152,1,4,3,No,No
17170,55,Female,Finance,Finance Manager,2,Life Sciences,Single,6676,35,4,21,8,3,4,No,No
17171,55,Male,Finance,Accountant,3,Technical Degree,Single,6787,27,3,9,3,3,2,No,No
17172,37,Male,Sales,Account Manager,1,Technical Degree,Single,11681,12,4,43,9,4,3,Yes,No
17173,28,Male,Sales,Sales Manager,4,Human Resources,Married,2803,33,1,52,5,3,3,No,Yes
17174,48,Male,Marketing,Content Specialist,1,Life Sciences,Single,5668,24,7,1,4,4,3,No,No
17175,33,Male,Sales,Sales Manager,3,Life Sciences,Single,4219,26,9,133,5,3,1,No,No
17176,44,Female,R&D,R&D Manager,2,Life Sciences,Single,3498,38,3,21,0,2,4,No,No
17177,34,Male,R&D,Lab Technician,1,Medical,Married,9446,34,4,111,5,2,3,Yes,No
17178,25,Female,R&D,R&D Manager,3,Technical Degree,Married,7166,13,5,175,9,3,3,Yes,No
17179,48,Female,IT,IT Manager,3,Technical Degree,Single,7074,28,4,61,2,3,3,No,No
17180,34,Female,IT,System Admin,2,Technical Degree,Single,7085,20,2,9,2,3,3,Yes,No
17181,48,Female,Operations,Logistics Manager,4,Life Sciences,Married,8342,8,3,4,4,4,3,No,No
17182,23,Female,R&D,R&D Manager,4,Life Sciences,Married,5433,50,2,21,3,4,3,No,No
17183,37,Male,HR,HR Manager,5,Other,Married,9239,16,1,157,9,3,4,No,No
17184,58,Female,Operations,Logistics Manager,4,Life Sciences,Single,5715,34,3,111,6,4,4,No,No
17185,35,Female,Marketing,Content Specialist,3,Other,Married,6010,32,0,186,2,3,4,No,No
17186,30,Male,Marketing,Content Specialist,4,Life Sciences,Single,4863,48,4,82,9,5,3,Yes,No
17187,33,Female,IT,IT Manager,3,Other,Single,5489,30,4,44,7,3,3,Yes,No
17188,22,Female,Sales,Account Manager,3,Technical Degree,Married,6904,35,5,86,3,3,2,No,No
17189,57,Female,Sales,Account Manager,3,Technical Degree,Married,5864,16,4,43,1,3,3,No,No
17190,37,Male,Operations,Logistics Manager,3,Technical Degree,Single,3528,48,6,144,0,4,3,No,Yes
17191,39,Female,Operations,Ops Executive,4,Technical Degree,Married,5304,9,5,40,0,5,3,No,No
17192,44,Male,IT,Developer,3,Marketing,Single,5001,31,4,18,9,3,4,No,No
17193,57,Male,R&D,Research Scientist,3,Other,Married,5482,19,5,31,1,3,2,No,No
17194,32,Male,Finance,Financial Analyst,3,Other,Single,1500,43,5,97,7,3,3,No,No
17195,23,Male,R&D,Research Scientist,4,Technical Degree,Single,8147,34,2,136,7,4,3,No,Yes
17196,33,Female,R&D,R&D Manager,2,Technical Degree,Married,5443,16,2,4,2,3,4,Yes,No
17197,52,Male,R&D,Lab Technician,3,Other,Single,6951,24,2,73,8,3,4,No,No
17198,47,Male,Operations,Logistics Manager,4,Life Sciences,Married,7479,16,5,143,2,5,3,No,No
17199,56,Male,Sales,Sales Manager,1,Marketing,Married,2668,15,2,24,3,4,2,Yes,No
17200,27,Male,HR,Recruiter,5,Technical Degree,Married,7795,31,4,152,7,4,3,No,No
17201,53,Male,R&D,Lab Technician,4,Life Sciences,Married,2799,7,3,61,3,3,3,No,No
17202,24,Male,Finance,Financial Analyst,3,Marketing,Single,6924,44,2,98,10,3,4,No,No
17203,24,Female,HR,Recruiter,4,Medical,Married,1500,15,1,123,9,4,2,No,No
17204,50,Male,Marketing,Content Specialist,5,Technical Degree,Single,1500,2,2,107,4,3,2,No,No
17205,28,Male,Sales,Sales Executive,3,Other,Married,8668,39,5,180,6,5,3,No,No
17206,51,Male,Sales,Sales Manager,2,Marketing,Married,7510,22,0,158,6,3,3,No,No
17207,52,Female,IT,Developer,4,Marketing,Married,5321,24,0,39,5,3,2,No,No
17208,22,Male,R&D,Research Scientist,2,Technical Degree,Single,5735,25,5,120,8,3,2,No,No
17209,49,Female,Sales,Account Manager,3,Technical Degree,Single,1500,12,2,182,0,4,3,No,No
17210,31,Female,R&D,Lab Technician,4,Life Sciences,Single,5731,14,5,175,7,4,3,No,No
17211,48,Female,Finance,Accountant,3,Technical Degree,Married,6094,34,2,118,3,2,4,No,No
17212,22,Male,Sales,Sales Manager,4,Life Sciences,Married,4475,46,3,105,9,3,3,No,No
17213,45,Female,R&D,Research Scientist,3,Technical Degree,Married,5274,20,2,66,0,2,3,No,Yes
17214,49,Female,Operations,Operations Manager,4,Technical Degree,Divorced,2823,14,1,4,8,2,2,Yes,Yes
17215,28,Male,R&D,Lab Technician,3,Other,Divorced,1500,18,3,164,7,3,1,Yes,No
17216,45,Female,Sales,Sales Executive,3,Other,Single,6278,35,3,172,1,3,2,No,No
17217,21,Female,R&D,Research Scientist,3,Other,Single,2032,17,4,7,9,4,4,No,Yes
17218,22,Female,Finance,Financial Analyst,3,Technical Degree,Married,7133,48,2,95,2,4,1,No,No
17219,23,Female,Sales,Sales Executive,3,Life Sciences,Married,6782,45,1,54,0,3,4,Yes,Yes
17220,44,Female,Operations,Operations Manager,3,Marketing,Married,8851,23,2,46,2,3,3,Yes,No
17221,32,Female,Finance,Finance Manager,5,Life Sciences,Single,6733,22,1,9,7,3,3,No,Yes
17222,58,Female,R&D,Research Scientist,3,Marketing,Married,14825,49,3,93,8,1,4,No,Yes
17223,54,Female,Operations,Logistics Manager,3,Marketing,Married,4800,31,0,13,1,3,4,No,No
17224,42,Female,R&D,R&D Manager,3,Other,Divorced,6870,29,3,35,10,3,3,No,No
17225,28,Male,Sales,Sales Manager,5,Technical Degree,Married,3852,25,7,106,10,2,3,No,No
17226,21,Male,Finance,Accountant,4,Life Sciences,Divorced,8821,32,2,165,0,1,3,Yes,No
17227,50,Female,HR,HR Manager,4,Technical Degree,Single,6191,31,2,122,4,3,3,No,No
17228,21,Male,R&D,Lab Technician,3,Technical Degree,Married,1500,6,2,133,8,2,3,No,No
17229,51,Female,R&D,R&D Manager,3,Other,Single,3227,37,3,1,4,2,4,No,No
17230,37,Female,R&D,R&D Manager,2,Life Sciences,Married,5219,17,2,40,2,3,3,No,No
17231,32,Female,R&D,Lab Technician,4,Life Sciences,Married,1934,47,1,112,3,4,3,No,No
17232,24,Female,IT,System Admin,3,Technical Degree,Married,7322,31,3,132,1,4,4,No,No
17233,29,Female,Finance,Financial Analyst,4,Other,Married,1500,21,2,76,0,3,3,No,No
17234,44,Male,R&D,R&D Manager,3,Human Resources,Divorced,5061,2,3,77,6,4,3,Yes,No
17235,53,Female,R&D,Lab Technician,3,Marketing,Single,4782,7,4,90,10,3,2,Yes,No
17236,56,Male,R&D,R&D Manager,3,Technical Degree,Married,8688,27,5,109,4,2,4,Yes,No
17237,49,Male,R&D,Research Scientist,2,Technical Degree,Married,5008,22,5,102,6,3,4,No,No
17238,26,Male,Sales,Sales Executive,2,Human Resources,Married,8211,4,5,40,3,4,3,No,Yes
17239,25,Male,R&D,Research Scientist,3,Other,Married,6901,27,5,188,7,3,3,No,No
17240,22,Male,R&D,Research Scientist,3,Human Resources,Married,2232,45,3,178,3,3,2,Yes,No
17241,32,Male,R&D,Research Scientist,4,Other,Married,12298,32,0,192,7,3,4,Yes,No
17242,22,Female,IT,Developer,3,Life Sciences,Single,8920,21,7,191,5,4,2,No,No
17243,45,Female,R&D,Research Scientist,3,Technical Degree,Single,2807,35,5,86,9,3,3,No,No
17244,43,Male,Marketing,Marketing Executive,3,Other,Married,2490,9,2,130,6,3,3,No,No
17245,25,Male,Operations,Operations Manager,3,Medical,Single,9321,28,3,74,2,3,2,No,No
17246,31,Female,Marketing,Content Specialist,2,Technical Degree,Single,8371,10,2,106,3,4,4,No,No
17247,55,Female,Operations,Operations Manager,3,Technical Degree,Divorced,7701,50,4,146,7,3,4,No,No
17248,21,Female,Finance,Finance Manager,3,Medical,Married,2780,23,5,147,2,2,2,Yes,Yes
17249,30,Male,HR,Recruiter,3,Medical,Single,3839,24,4,106,3,4,2,No,No
17250,58,Female,Sales,Sales Manager,4,Technical Degree,Married,9602,48,3,146,9,3,3,No,No
17251,53,Male,IT,Developer,3,Marketing,Married,7453,4,1,98,10,2,4,No,No
17252,45,Female,Finance,Accountant,3,Marketing,Divorced,3475,17,1,187,7,4,3,Yes,No
17253,37,Male,R&D,R&D Manager,3,Technical Degree,Married,9868,48,2,102,0,3,4,No,No
17254,40,Male,Finance,Financial Analyst,1,Life Sciences,Married,11686,24,7,150,0,3,3,No,No
17255,55,Male,R&D,R&D Manager,3,Human Resources,Single,4268,1,2,27,7,4,3,No,No
17256,59,Male,R&D,Lab Technician,3,Technical Degree,Married,3686,37,2,118,3,3,3,No,No
17257,41,Male,R&D,R&D Manager,3,Marketing,Married,10207,2,8,30,4,3,3,Yes,No
17258,49,Female,IT,IT Manager,4,Life Sciences,Single,10625,40,3,102,1,3,4,No,No
17259,49,Female,Operations,Ops Executive,3,Life Sciences,Married,10564,48,5,43,1,4,4,No,No
17260,27,Female,Operations,Ops Executive,4,Marketing,Single,6931,6,2,197,0,3,2,Yes,No
17261,53,Male,IT,IT Manager,4,Marketing,Divorced,4232,14,7,190,8,3,3,No,No
17262,28,Male,Sales,Sales Manager,4,Marketing,Married,8489,36,2,112,0,4,4,Yes,No
17263,39,Female,Operations,Ops Executive,5,Medical,Single,4781,21,1,108,0,4,4,No,No
17264,59,Female,R&D,R&D Manager,1,Marketing,Single,4603,25,5,140,0,5,3,Yes,No
17265,44,Male,Operations,Ops Executive,2,Marketing,Single,6314,8,2,199,3,2,3,No,Yes
17266,38,Male,Sales,Sales Executive,4,Technical Degree,Married,5846,27,2,70,2,3,3,No,No
17267,24,Female,R&D,Lab Technician,3,Life Sciences,Married,4260,14,3,59,6,5,3,No,No
17268,30,Male,IT,IT Manager,5,Technical Degree,Single,2595,4,1,51,4,3,3,No,No
17269,34,Male,Finance,Finance Manager,3,Technical Degree,Married,5185,46,2,18,0,4,1,No,No
17270,27,Female,R&D,R&D Manager,2,Life Sciences,Divorced,3901,8,1,6,1,4,3,No,No
17271,38,Female,Finance,Finance Manager,3,Other,Single,1727,27,1,143,3,4,3,No,No
17272,42,Female,R&D,R&D Manager,3,Life Sciences,Single,6338,19,3,139,5,3,3,No,No
17273,46,Male,R&D,Research Scientist,3,Life Sciences,Married,6416,30,3,21,5,3,3,No,No
17274,59,Male,Finance,Financial Analyst,5,Technical Degree,Single,8081,28,0,199,3,3,2,No,Yes
